tweets	date
Beautiful Maine Lobsters will now move tariff-free to Europe! For first time in many years. GREAT new deal by USTR levels playing field with Canada. Millions of $’s more in EXPORTS...	2020-08-25 15:39:51
For our Country to be sending 80 million UNSOLICITED BALLOTS is very unfair and a roadmap to disaster. Even recent small and easier to control elections which did this are a catastrophic disaster. Fraudulent &amp; missing Ballots like never seen before. 20% and 30% off. STOP!	2020-08-25 13:49:56
Very appreciative that @CNN covered the vast majority of the Republican Convention last night. That was really good for CNN, while at the same time being good for our Country. Thank you!	2020-08-25 12:29:38
https://t.co/Z7SP1ymBfT	2020-08-25 04:37:54
THANK YOU #RNC2020! https://t.co/SQXxesAU0i	2020-08-25 03:58:00
https://t.co/BUfd3JWxy4	2020-08-25 03:17:07
https://t.co/S4kFAhEHNK	2020-08-25 02:59:52
https://t.co/2XDp0RcYzX	2020-08-25 02:59:07
https://t.co/HvRzCET0tr	2020-08-25 02:58:30
https://t.co/OmUWeEQ48t	2020-08-25 02:58:15
https://t.co/M5mul4NS0p	2020-08-25 02:57:36
https://t.co/Gpr5nJ4Zb1	2020-08-25 02:55:17
https://t.co/U8UAr8Plii	2020-08-25 02:37:30
https://t.co/GF0hyIwzLE	2020-08-25 02:21:39
https://t.co/rWbcc6wUts	2020-08-25 02:10:49
https://t.co/jpOmhK22uE	2020-08-25 02:10:43
https://t.co/K79FEahRO8	2020-08-25 02:06:41
https://t.co/BfJAU9H0la	2020-08-25 02:06:30
Thank you to @CardinalDolan for this evenings opening prayer. https://t.co/3d5oGqd4Pu	2020-08-25 02:05:56
https://t.co/pxLUeoDnhF	2020-08-25 02:02:14
https://t.co/FvCm2hKKyR	2020-08-25 02:01:58
https://t.co/ItWBbZHmGE	2020-08-25 02:01:20
https://t.co/3WWzxAozXa	2020-08-25 02:01:15
https://t.co/xxvIrqObDs	2020-08-25 02:00:22
https://t.co/AbJZ5wTW4M	2020-08-25 02:00:13
https://t.co/J5WIi0XsGw	2020-08-25 01:59:52
https://t.co/B9FHRkXFHD	2020-08-25 01:59:45
https://t.co/FCGjBh1250	2020-08-25 01:57:15
https://t.co/IqmVjVU1Y8	2020-08-25 01:57:09
https://t.co/JSAiBo51Bp	2020-08-25 01:54:29
https://t.co/PTWleSlxNj	2020-08-25 01:54:24
https://t.co/hgq8ZYziNY	2020-08-25 01:54:14
https://t.co/bGcE13S16L	2020-08-25 01:36:27
https://t.co/mBO9EtPCoB	2020-08-25 01:36:07
https://t.co/uU2sYKLzsD	2020-08-25 01:32:36
PROMISES MADE, PROMISES KEPT!  https://t.co/Z7SP1ymBfT	2020-08-25 01:30:43
https://t.co/IlraHnAZqI	2020-08-25 00:38:58
RT @TeamTrump: WATCH: Republican National Convention - Night 1: Land of Promise #RNC2020 https://t.co/wPqCV6wfb6	2020-08-25 00:30:44
Joe Biden has said he would lock down the Country again. That’s crazy! We’re having record job growth and a booming stock market, but Joe would end it all and close it all down. Ridiculous!	2020-08-24 22:49:50
Exclusive: Eyewitness Says as Many as 20,000 Unverified Absentee Ballots Counted in Detroit Primary https://t.co/za6Yr37RUu via @BreitbartNews	2020-08-24 22:42:43
RT @realDonaldTrump: Please watch highly respected Dr. Harvey Risch of Yale, on Hydroxychloroquine. https://t.co/WxaeZIp74l	2020-08-24 20:56:34
RT @WhiteHouse: LIVE: POTUS delivers remarks on Farmers to Families Food Box Program https://t.co/PPdoQwC3K5	2020-08-24 20:52:30
GOD BLESS THE USA! https://t.co/353UXMHgKM	2020-08-24 18:34:14
https://t.co/mRnhy66jwZ	2020-08-24 18:30:30
"RT @TeamTrump: President @realDonaldTrump: ""Our country will NEVER be a socialist country!"" https://t.co/Fe7gTedWss"	2020-08-24 17:42:38
RT @TeamTrump: President @realDonaldTrump: There’s no enthusiasm for Joe Biden https://t.co/LkQb5uTCdL	2020-08-24 17:42:27
RT @TeamTrump: President @realDonaldTrump on disastrous Universal Mail-In Ballots https://t.co/u6wlTRQpXk	2020-08-24 17:42:22
"RT @TeamTrump: President @realDonaldTrump: We will not be taking ""God"" out of the Pledge of Allegiance like the Democrats did  #RNC2020 htt…"	2020-08-24 17:42:09
RT @TeamTrump: Congratulations to President @realDonaldTrump and Vice President @Mike_Pence!  #RNC2020 https://t.co/tINOv1r5T6	2020-08-24 17:41:56
All the Radical Left Democrats are trying to do with the Post Office hearings is blame the Republicans for the FRAUD that will occur because of the 51 Million Ballots that are being sent to people who have not even requested them. They are setting the table for a BIG MESS!	2020-08-24 15:45:30
Incredible that @CNN &amp; MSDNC aren’t covering the Roll Call of States. Fake News! This is what the Republican Party is up against. Also, I’d like to hear the remarks of the Delegates from individual States, rather than @FoxNews anchors. Ridiculous!	2020-08-24 15:25:48
RT @realDonaldTrump: The greatest Election Fraud in our history is about to happen. This may top the Democrats illegally spying on my campa…	2020-08-24 11:02:49
https://t.co/UHb2XdjYV7	2020-08-24 04:34:04
Please watch highly respected Dr. Harvey Risch of Yale, on Hydroxychloroquine. https://t.co/WxaeZIp74l	2020-08-24 01:59:24
The greatest Election Fraud in our history is about to happen. This may top the Democrats illegally spying on my campaign! https://t.co/ePfNVJiHw7	2020-08-24 01:23:25
RT @GOPLeader: Democrats want to Defund, Destroy, and Dismantle our country.   Republicans want to Renew, Restore, and Rebuild America. We'…	2020-08-24 01:18:36
RT @SteveHiltonx: “Manufacturing provides well-paying, stable employment...tends to deliver faster productivity growth...government should…	2020-08-24 01:18:20
Watch Mark Levin, on air now. Great! @FoxNews	2020-08-24 00:02:24
RT @SteveHiltonx: 🚨🚨 ALSO: first details of Republican policy platform EXCLUSIVE tonight Trump 2nd Term Agenda 9pm don't miss it!	2020-08-23 23:12:39
RT @WhiteHouse: LIVE: President @realDonaldTrump holds a news conference https://t.co/BvYoN0T57c	2020-08-23 21:32:49
Actually, I think I’m leading in the Polls!  @FoxNews @OANN	2020-08-23 18:45:19
Chris Wallace “forgot” to ask a very weak and pathetic Schumer puppet, Senator Chrisie Coons, why Biden fought me when I put an extremely early BAN on people coming into our Country from heavily infected China. Biden later admitted I was right! But why no question?	2020-08-23 18:37:58
“Next we’ll turn to people of the Biden inner circle”, said by Chris Wallace of @FoxNews after unsuccessfully GRILLING Mark Meadows. Then all softball questions to a group of Biden lightweights, including Senator Chris Coons of Delaware.	2020-08-23 18:29:03
Important White House News Conference at 5:30 (sharp) today. Very good news!	2020-08-23 17:33:53
Happy Sunday! We want GOD!  https://t.co/RsBkSEmJEi	2020-08-23 13:48:46
Two Democrat Caucus Meetings removed “UNDER GOD” from the Pledge of Allegiance. It sounded not only strange, but terrible. That’s where they’re coming from!	2020-08-23 13:11:59
These riots are an antigovernment movement from the Left that are all in Democrat run cities. The mayors have got to let their police do what they know how to do. Would be very easy to suppress or, call in the Federal Government. We will solve problem fast! @foxandfriends	2020-08-23 12:13:52
So now the Democrats are using Mail Drop Boxes, which are a voter security disaster. Among other things, they make it possible for a person to vote multiple times. Also, who controls them, are they placed in Republican or Democrat areas? They are not Covid sanitized. A big fraud!	2020-08-23 11:25:59
Now they’re trying to deny this, but they can’t! https://t.co/vNW3I3pPNK	2020-08-23 01:26:47
.@LouDobbs wrote a great new book, “The Trump Century, How Our President Changed the Course of History Forever”. Strongly recommended...A special guy! https://t.co/ytLH14Thkr	2020-08-23 00:35:35
A “Favored Nations Clause” against Big Pharma, which I signed last week, means that the USA gets a price on Prescription Drugs that matches the price of the Country that pays the lowest price anywhere in the World. 50%, 60%, maybe 70% reduction. No other President would do this!	2020-08-23 00:28:28
Will be interviewed by @SteveHiltonx on @FoxNews. 9:00 P.M. Sunday Night. Enjoy!	2020-08-22 22:52:05
Despite biggest ever job gains and a V shaped recovery, Joe Biden said, “I would shut it down”, referring to our Country. He has no clue!	2020-08-22 22:17:09
RT @MrMichaelBurkes: The Trumps are the greatest thing to ever happen to America!	2020-08-22 22:09:10
Terrible! https://t.co/pzCR7ctciz	2020-08-22 22:07:33
RT @jsolomonReports: First lady Melanie Trump unveils restoration of Rose Garden, where she’ll give GOP convention speech Tuesday | Just Th…	2020-08-22 22:05:46
We did Criminal Justice Reform without many politically motivated Democrats. The Black &amp; Hispanic community will remember this on November 3rd. https://t.co/kGHQdIfObo	2020-08-22 22:05:33
RT @FLOTUS: Excited to honor history &amp; celebrate the future in our beautiful @WhiteHouse Rose Garden this evening. Thank you to all who hel…	2020-08-22 21:55:06
Representatives of the Post Office have repeatedly stated that they DO NOT NEED MONEY, and will not make changes. This is all another HOAX by the Democrats to give 25 Billion unneeded dollars for political purposes,  without talking about the Universal Mail-In Ballot Scam....	2020-08-22 20:51:32
"RT @NextRevFNC: WATCH: President @realDonaldTrump previews the upcoming RNC as ""uplifting and positive"" - catch his full conversation with…"	2020-08-22 18:40:28
In New Jersey they want you to certify that you asked for the Universal Mail-In Ballot that they sent you. But you never asked for it. Disaster in the wings!	2020-08-22 12:44:19
Many doctors and studies disagree with this! https://t.co/fpLVJZMvHS	2020-08-22 12:26:06
"RT @CGH54: Trey Gowdy: #Brennan was either #inaccurate or #incompetent!"" | Opinion - Conservative | Before It's News https://t.co/FlhieRKfjD"	2020-08-22 11:57:17
The deep state, or whoever, over at the FDA is making it very difficult for drug companies to get people in order to test the vaccines and therapeutics. Obviously, they are hoping to delay the answer until after November 3rd. Must focus on speed, and saving lives! @SteveFDA	2020-08-22 11:49:39
Why would Suburban Women vote for Biden and the Democrats when Democrat run cities are now rampant with crime (and they aren’t asking the Federal Government for help) which could easily spread to the suburbs, and they will reconstitute, on steroids, their low income suburbs plan!	2020-08-22 11:46:21
Biden and the Democrats have greatly disrespected the Great State of Wisconsin by not even paying a small visit to Milwaukee, the designated site of the DNC. The State &amp; City worked very hard to make sure things would be good. Not nice. Vote Trump Wisconsin!	2020-08-22 11:36:56
The Democrats took the word GOD out of the Pledge of Allegiance at the Democrat National Convention. At first I thought they made a mistake, but it wasn’t. It was done on purpose. Remember Evangelical Christians, and ALL, this is where they are coming from-it’s done. Vote Nov 3!	2020-08-22 11:22:45
Another bad night of Rioting in Portland, Oregon. A small number of Federal troops there to protect courthouse and other Federal property only (great job!). Wanting to be asked by City &amp; State to STOP THE RIOTS. Would bring in National Guard, end problem immediately. ASK!	2020-08-22 11:14:32
Robert, I Love You. Rest In Peace!	2020-08-21 22:55:27
RT @WhiteHouse: LIVE: POTUS remarks at the 2020 Council for National Policy Meeting https://t.co/s7Z8nGmhaI	2020-08-21 15:49:30
https://t.co/4V7nu5ySxv	2020-08-21 15:31:35
https://t.co/4xmC4xKWjm	2020-08-21 13:28:51
RT @realDonaldTrump: THANK YOU! #MAGA https://t.co/kgLSsAgZmR	2020-08-21 03:10:23
In 47 years, Joe did none of the things of which he now speaks. He will never change, just words!	2020-08-21 03:09:55
RT @realDonaldTrump: THANK YOU PENNSYLVANIA! #MAGA https://t.co/5BfdRyDD6a	2020-08-21 03:03:33
https://t.co/APc4Cye6Ud	2020-08-21 02:41:11
96% Approval Rating in the Republican Party. 51% Approval Rating overall in the Rasmussen Poll. Thank you!	2020-08-21 02:40:39
After the worst debate performance in the history of politics, Michael Bloomberg, commonly known as Mini Mike, is trying to make a comeback by begging the Democrats for relevance. They treated him like a dog - and always will. Before politics, he said GREAT things about me!	2020-08-21 02:31:37
Will be interviewed by @seanhannity tonight at 9:00 P.M. Enjoy!  @FoxNews	2020-08-21 00:51:28
To get into the Democrat National Convention, you must have an ID card with a picture...Yet the Democrats refuse to do this when it come to your very important VOTE! Gee, I wonder WHY???	2020-08-21 00:42:47
RT @marklevinshow: Rasmussen: Trump approval surges during DNC https://t.co/99LsTEHSu1	2020-08-21 00:33:58
RT @dbongino: 🔥👇🏻	2020-08-21 00:26:54
They are sending out 51,000,000 Ballots to people who haven’t even requested a Ballot. Many of those people don’t even exist. They are trying to STEAL this election. This should not be allowed!	2020-08-21 00:15:09
The Democrats are demanding Mail-In Ballots because the enthusiasm meter for Slow Joe Biden is the lowest in recorded history, and they are concerned that very few people will turn out to vote. Instead, they will search &amp; find people, then “harvest” &amp; return Ballots. Not fair!	2020-08-20 23:57:04
AMERICA FIRST! #MAGA https://t.co/Zt3I9RvMjX	2020-08-20 23:30:54
I STAND FOR LAW AND ORDER AND I TOOK ACTION! Operation LeGend has led to the arrest of over 1,000 criminals, including 90 killers, all while Sleepy Joe Biden and the Radical Left excuses violence and crime in their Democrat-run cities. I want safety &amp; security, Joe allows CRIME!	2020-08-20 23:28:16
THANK YOU PENNSYLVANIA! #MAGA https://t.co/5BfdRyDD6a	2020-08-20 22:46:54
MAKE AMERICA GREAT AGAIN! https://t.co/ZcvCqqitui	2020-08-20 21:32:54
RT @TeamTrump: President @realDonaldTrump: In Biden’s policy manifesto written with socialist Bernie Sanders, Biden pledges to OUTLAW Ameri…	2020-08-20 21:31:56
RT @TeamTrump: President @realDonaldTrump: If you want a vision of your life under Joe Biden, imagine the smoldering ruins of Minneapolis,…	2020-08-20 21:31:43
RT @TeamTrump: President @realDonaldTrump in #Pennsylvania: Joe Biden has pledged to hike taxes on Americans by $4 trillion, eviscerate the…	2020-08-20 21:31:41
RT @TeamTrump: WATCH: President Donald Trump in Old Forge, PA #Pennsylvania #TeamTrump   Text TRUMP to 88022 https://t.co/tqie14OT2R	2020-08-20 20:47:11
https://t.co/9ZPRTEBbHP https://t.co/Lw2KndUOJy	2020-08-20 17:53:47
RT @nbc15_madison: Goodyear employee says new zero-tolerance policy, barring items like Blue Lives Matter, All Lives Matter, MAGA Attire, i…	2020-08-20 17:44:55
THANK YOU! #MAGA https://t.co/ZaN6exaryD	2020-08-20 17:27:15
THANK YOU! #MAGA https://t.co/2iE2T0ZVwD	2020-08-20 17:21:17
https://t.co/LpgMHl6iY9	2020-08-20 16:08:26
THANK YOU DONNA! #MAGA https://t.co/egyshW7bOk	2020-08-20 15:37:02
THANK YOU! #MAGA https://t.co/kgLSsAgZmR	2020-08-20 14:56:42
RT @TeamTrump: TOMORROW: Join Making the Case hosted by @kimguilfoyle with special guest @DonaldJTrumpJr at 8:00 pm ET!  RSVP: https://t.co…	2020-08-20 12:03:01
RT @TeamTrump: TOMORROW: Join Team Trump LIVE for 'The Real Joe Biden' hosted by @BorisEP and @KatrinaPierson at 11:00 pm ET!  RSVP: https:…	2020-08-20 12:02:10
RT @TrumpWarRoom: Democrats want a world without police, without prisons, and without virtually any sort of law enforcement.  These are tod…	2020-08-20 12:01:15
RT @TrumpWarRoom: Democrats have become so extreme that standing for the Pledge of Allegiance and National Anthem is part of “our terrible,…	2020-08-20 12:00:34
RT @realDonaldTrump: Welcome, Barack and Crooked Hillary. See you on the field of battle! https://t.co/ZrTKXcc6aU	2020-08-20 11:58:53
RT @realDonaldTrump: My great honor!!!	2020-08-20 11:58:41
RT @realDonaldTrump: BUT DIDN’T SHE CALL HIM A RACIST??? DIDN’T SHE SAY HE WAS INCOMPETENT???	2020-08-20 11:58:26
RT @jacobkschneider: Update after night three: no change	2020-08-20 11:57:57
RT @BorisEP: MUST READ from ⁦@TimMurtaugh⁩:  ⁦⁦@realDonaldTrump’s⁩ great American comeback is underway https://t.co/FyivJlC3CI	2020-08-20 11:57:40
RT @peterjhasson: DNC right now featuring a video package from domestic violence advocates   Last night, a Dem senator who admitted to hitt…	2020-08-20 11:57:11
RT @realDonaldTrump: With what I am doing in the fight with the Drug Companies, drug prices will be coming down 50, 60, and even 70 per cen…	2020-08-20 11:55:51
Thank you so much! https://t.co/ZERpdwUumf	2020-08-20 11:55:35
RT @NicholasTrainer: President Obama is making it a habit of campaigning in Philly for losing Presidential candidates. https://t.co/fZJfEhx…	2020-08-20 11:54:41
They would own our Country! https://t.co/ii8ZUttL9D	2020-08-20 11:53:45
RT @TrumpWarRoom: Meet Phony Kamala Harris, Joe Biden’s new liberal handler.  She supports:  Bernie's socialist healthcare scheme Banning p…	2020-08-20 11:52:57
It’s never a real Twitter Trending. It’s Twitter Executive’s Choice. Only negative on Republican voices, especially mine!	2020-08-20 11:52:13
Sarah is correct. McCain was a lousy candidate with lots of bad policy, but the “deadheads” sabotaged his campaign from the inside, and never gave him a chance to win. Hope they were happy with OBiden, who gave you me! https://t.co/rynLuGRKHA	2020-08-20 11:46:02
My great honor!!! https://t.co/kh2a5yumef	2020-08-20 04:38:06
RT @LindseyGrahamSC: The Obama Years:    ➡️ Pathetically weak foreign policy (ISIS, Iran nuclear deal). ➡️ Slow-growth, weak economy. ➡️ A…	2020-08-20 04:26:03
RT @LindseyGrahamSC: President @BarackObama and Secretary @HillaryClinton give sore losers a bad name.    https://t.co/qlgKNbHOIF	2020-08-20 04:14:52
BUT DIDN’T SHE CALL HIM A RACIST??? DIDN’T SHE SAY HE WAS INCOMPETENT???	2020-08-20 03:17:51
https://t.co/Ox9U3455w7	2020-08-20 03:17:11
WHY DID HE REFUSE TO ENDORSE SLOW JOE UNTIL IT WAS ALL OVER, AND EVEN THEN WAS VERY LATE? WHY DID HE TRY TO GET HIM NOT TO RUN?	2020-08-20 02:40:18
HE SPIED ON MY CAMPAIGN, AND GOT CAUGHT!	2020-08-20 02:33:15
“I live in New York. Even the most Liberal friends that I have are thinking twice about voting Democrat this time because they’ve seen what’s happened to the City under @NYCMayor de Blasio and the State under @NYGovCuomo - They’re getting eaten up by taxes.” @DavidAsmanfox	2020-08-20 01:26:34
Welcome, Barack and Crooked Hillary. See you on the field of battle! https://t.co/ZrTKXcc6aU	2020-08-19 22:54:51
https://t.co/gwfT7f7bLL	2020-08-19 22:51:21
RT @WhiteHouse: LIVE: President @realDonaldTrump holds a news conference https://t.co/kC6Zkg64SH	2020-08-19 21:54:43
Will be having a Press Conference at 5:45 P.M. See you in 15 minutes!	2020-08-19 21:33:03
Why are Republicans allowing the Democrats to have ridiculous Post Office hearings on Saturday &amp; Monday, just before and during our Convention. Let them hold them NOW (during their Convention) or after our Convention is over. Always playing right into their hands! @senatemajldr	2020-08-19 15:20:28
Don’t buy GOODYEAR TIRES - They announced a BAN ON MAGA HATS. Get better tires for far less! (This is what the Radical Left Democrats do. Two can play the same game, and we have to start playing it now!).	2020-08-19 14:33:12
With what I am doing in the fight with the Drug Companies, drug prices will be coming down 50, 60, and even 70 per cent. The Democrats are fighting hard to stop me with big ad buys, plus. Likewise, Big Pharma. FAVORED NATIONS AND REBATES ARE BRINGING PRICES DOWN NOW. We will win!	2020-08-19 14:00:52
IF YOU CAN PROTEST IN PERSON, YOU CAN VOTE IN PERSON!	2020-08-19 13:38:31
RT @Patrici15767099: Why Are These Democrats Talking About The Economy When They Know The Corona Virus Shut Down Caused The High Unemployme…	2020-08-19 05:04:59
RT @ArtValley818_: This patriot is definitely tired of being silent 👇🏼https://t.co/wWr5PPq7en	2020-08-19 05:04:22
RT @montaga: While you wasn’t paying attention!! It’s Justice Coming and the American Ppl sent Her!!!!! https://t.co/Y8HHa2LZvj	2020-08-19 05:03:57
RT @skb_sara: Joe Biden will leave his comfy patio with hanging plants for a photoshoot, yet won’t travel to the Democratic Convention &amp; ac…	2020-08-19 05:02:19
RT @skb_sara: On the #TrumpTrain.Put our #earlyvote in for #Trump. #Florida4Trump #GOP #tcot 🇺🇸🇺🇸 @DanScavino https://t.co/fzIRPddA1z	2020-08-19 04:59:21
RT @MrMichaelBurkes: Raise your hand if you'll be voting straight Republican in 77 days like me!	2020-08-19 04:57:43
RT @MrMichaelBurkes: If you support President Trump then i support you. All Patriots matter! https://t.co/pgw3NduLT1	2020-08-19 04:57:33
“Senate Intelligence Panel found absolutely no evidence of collusion. There was no evidence that the Trump campaign conspired with the Russian government to influence 2016, affirming the findings of other investigations.” Daily Caller	2020-08-19 04:40:24
Big win Matt! https://t.co/gpIg4dQ6FN	2020-08-19 04:32:33
RT @mtgreenee: Congratulations to Laura Loomer on her primary win!    Now Twitter should re-instate her account. @jack https://t.co/SlDPToC…	2020-08-19 04:31:36
RT @BreitbartNews: Laura Loomer (R) has outcampaigned her primary opponents and claimed victory in Florida’s 21st Congressional District. h…	2020-08-19 04:31:06
RT @RaheemKassam: Laura Loomer Delivers Stunning Primary Victory in Trump’s Voting District https://t.co/0KSRLCeJyX	2020-08-19 04:30:57
She was a terrible A.G. Was she the leaker? https://t.co/uSlFYYU9O0	2020-08-19 03:58:25
Great going Laura. You have a great chance against a Pelosi puppet! https://t.co/pKZp35dUYr	2020-08-19 03:54:33
RT @RaheemKassam: Does he even know what is happening? https://t.co/W6ZbH1GFIr	2020-08-19 03:51:41
Kimberly will work with the Trump Administration and we will bring Baltimore back, and fast. Don’t blow it Baltimore, the Democrats have destroyed your city! https://t.co/PDdjgxbIHu	2020-08-19 03:49:57
Great WIN Anna! Watched your race from beginning, very impressed. Your next opponent, Charlie Crist, is a Pelosi puppet who is bad on Crime, our Military, Vets, &amp; 2nd Amendment. You have my Complete &amp; Total Endorsement! https://t.co/PLdW3VXNTI	2020-08-19 03:07:33
RT @PressSec: President @realDonaldTrump has DELIVERED for Arizona!  ✅ Over 580K N-95 masks ✅ 670K surgical &amp; procedural masks ✅ 660K eye &amp;…	2020-08-19 01:45:23
RT @TeamTrump: President @realDonaldTrump just signed his ABSENTEE BALLOT!  This is very different than universal mail-in ballots, which wo…	2020-08-19 01:44:57
"RT @WhiteHouse: The derecho is ""basically a 40-mile-wide tornado that went through the state of Iowa,"" @IAGovernor Kim Reynolds explained—l…"	2020-08-19 01:44:41
"RT @WhiteHouse: Senator @ChuckGrassley to President @realDonaldTrump: ""We thank you."" https://t.co/ifDXLoaD2r"	2020-08-19 01:44:27
RT @Mike_Pence: The month of July has brought blowout numbers for New Residential Construction. Housing Starts surged 22.6% which is 23.4%…	2020-08-19 01:43:46
RT @EricTrump: If you want to help @realDonaldTrump win this election, volunteer now! Join the Trump Team! Download the Trump app and come…	2020-08-19 01:43:37
RT @WhiteHouse: President @realDonaldTrump's trip to Arizona will highlight the hundreds of miles of border wall system completed—and how e…	2020-08-19 01:43:25
RT @WhiteHouse: President @realDonaldTrump is mobilizing America's full industrial power to make sure our medical workers and first respond…	2020-08-19 01:42:57
RT @TeamTrump: President @realDonaldTrump is in Yuma, Arizona to proudly accept the endorsement of the National Border Patrol Council! http…	2020-08-19 01:42:18
RT @WhiteHouse: As America celebrates the 100th anniversary of the 19th Amendment—also known as the Susan B. Anthony Amendment—President @r…	2020-08-19 01:42:07
RT @TeamTrump: President @realDonaldTrump: “Joe Biden is the puppet of a Radical Left wing movement that seeks the complete elimination of…	2020-08-19 01:41:52
"RT @TeamTrump: President @realDonaldTrump: Socialism is the mainstream of the Biden campaign, but ""we will never have a socialist country!""…"	2020-08-19 01:41:16
RT @TeamTrump: President @realDonaldTrump: Joe Biden allowed illegal migration and crime to pour through our borders unchecked for decades…	2020-08-19 01:41:07
RT @TeamTrump: President @realDonaldTrump: Here in Yuma, Arizona, we've invested over $1.7 billion and poured 180,000 cubic yards of concre…	2020-08-19 01:40:58
RT @TeamTrump: President @realDonaldTrump: “Under the Trump Administration, if you cross our border illegally, you are quickly apprehended…	2020-08-19 01:40:43
RT @WhiteHouse: This morning, President @realDonaldTrump was joined by @FLOTUS, @SBAJovita, and more as he signed a proclamation in honor o…	2020-08-19 01:38:02
Tell the Dems that we have more Cases because we do FAR more Testing than any other Country!	2020-08-19 01:35:25
RT @MarkDice: Colin Powell is a Neocon WMD hoaxer, so of course he's appearing at the #DemConvention to endorse Establishment's puppet and…	2020-08-19 00:16:08
RT @kimKBaltimore: Democrats don’t want you to see this.  They’re scared that I’m exposing what life is like in Democrat run cities.  That’…	2020-08-18 23:36:26
.@Amazon, and others in that business, should be charged (by the U.S. Postal System) much more per package, and the Post Office would be immediately brought back to “good health”, now vibrant, with ALL jobs saved. No pass on to customers. Get it done!	2020-08-18 22:49:11
https://t.co/IOpfnL4u7r	2020-08-18 21:29:28
In California, Democrats have intentionally implemented rolling blackouts — forcing Americans in the dark. Democrats are unable to keep up with energy demand...	2020-08-18 18:38:30
RT @KimReynoldsIA: Thank you for being here President @realDonaldTrump! Appreciate the strong partnership from you and the entire team. #De…	2020-08-18 17:51:47
https://t.co/p8ym8S2d5o	2020-08-18 17:42:15
The Democrats have to start enforcing Law and Order in their cities and states. New York City, Chicago and Portland are a total DISASTER!	2020-08-18 17:38:16
https://t.co/6dN0Ib4Nto	2020-08-18 17:30:59
RT @WhiteHouse: LIVE: President @realDonaldTrump participates in Iowa disaster recovery briefing https://t.co/503L3jzlLX	2020-08-18 17:30:34
RT @ChuckGrassley: Waiting to brief President Trump on Iowa’s derecho devastation @ Cedar Rapids, Iowa https://t.co/CPAUxV3gRI	2020-08-18 17:30:33
RT @realDonaldTrump: A proposal by Pentagon officials to slash Military Healthcare by $2.2 billion dollars has been firmly and totally reje…	2020-08-18 16:14:50
People forget how divided our Country was under ObamaBiden. The anger and hatred were unbelievable. They shouldn’t be lecturing to us. I’m here, as your President, because of them!	2020-08-18 15:27:13
A horrible Governor. Crime is taking over NYC &amp; State, everyone is leaving. He is after the NRA - They should move to Texas or elsewhere, and must get tough. Cuomo killed 11,000 people in nursing homes alone. Crooked &amp; Incompetent! https://t.co/d4hZDAvdWo	2020-08-18 14:18:45
John Kasich did a bad job in Ohio, ran for President and was easy to beat, and now went to the other side desperate for relevance. Good Job by Chris C in exposing yet another loser! https://t.co/WZw2U7lcrf	2020-08-18 12:42:43
Many thousands of people work for our government. With that said, a former DISGRUNTLED EMPLOYEE named Miles Taylor, who I do not know (never heard of him), said he left &amp; is on the open arms Fake News circuit. Said to be a real “stiff”. They will take anyone against us!	2020-08-18 12:30:45
The ObamaBiden Administration was the most corrupt in history, including the fact that they got caught SPYING ON MY CAMPAIGN, the biggest political scandal in the history of our Country. It’s called Treason, and more. Thanks for your very kind words Michelle!	2020-08-18 11:16:31
Looking back into history, the response by the ObamaBiden team to the H1N1 Swine Flu was considered a weak and pathetic one. Check out the polling, it’s really bad. The big difference is that they got a free pass from the Corrupt Fake News Media!	2020-08-18 11:10:19
Somebody please explain to @MichelleObama that Donald J. Trump would not be here, in the beautiful White House, if it weren’t for the job done by your husband, Barack Obama. Biden was merely an afterthought, a good reason for that very late &amp;  unenthusiastic endorsement.....	2020-08-18 11:00:52
Thank you. Will never let you down! https://t.co/9iB33QFliK	2020-08-18 03:54:21
RT @AndrewCMcCarthy: In my Friday evening @NRO Corner column on Clinesmith’s Russiagate guilty plea, some memories of the Schiff Memo and t…	2020-08-18 03:53:30
RT @MZHemingway: NPR, which was a co-conspirator in the Russia collusion hoax, redefines Clinesmith pleading guilty to falsifying evidence…	2020-08-18 03:49:08
RT @rkylesmith: The Russia-Obsessed Media Does Its Best to Ignore Clinesmith’s Guilty Plea https://t.co/VWdoIyXZy1	2020-08-18 03:48:14
RT @DavidBahnsen: PREVIEW TODAY'S #COVID19 &amp; #Markets MISSIVE:  Arizona has beaten COVID &amp; is back to pre-summer levels. Where is the media…	2020-08-18 03:47:55
RT @CronkiteSays: AND THAT’S THE WAY IT IS... Thousands of Seattle Democrats gather to demand mail-in voting because it’s too dangerous to…	2020-08-18 03:46:08
RT @billscher: Michael Moore, just now on MSNBC, said he was “shocked” that Biden didn’t “swing to the right” and pick Susan Rice, and inst…	2020-08-18 03:39:29
RT @rkylesmith: No, the Postal Service Isn’t Stealing the Election https://t.co/Qp3zNkIGT7	2020-08-18 03:38:51
RT @Heminator: Democrats should be deeply embarrassed that their leadership has embraced conspiratorial claims about the USPS. https://t.co…	2020-08-18 03:38:08
"RT @StriderElass: Coumo ""Our way worked in New York"" Seriously?!?! I don't want any part of that way... https://t.co/110hANCGVp"	2020-08-18 03:36:35
RT @rkylesmith: Hey @NYGovCuomo did Donald Trump make you keep  schools open as long as you did? Did Trump make you keep the subways open w…	2020-08-18 03:35:58
RT @continetti: Where did this guy go?  ‘He Has Delivered for New York': Cuomo Praises Trump's Coronavirus Response https://t.co/jV8MCLP59K	2020-08-18 03:35:36
